,Comment,Sentiment
6228,His face hahahahahahahaha 😂😂😂,Neutral
6229,Be a real man,Neutral
6230,"I've ate those noodles before, they're so nice 😍😍",Positive
6231,😂😂😂😂😂😂,Neutral
6232,"Can't call that a noodle challange when it is only 8000 Scoville, that's pretty low and not even hot.",Positive
6233,Well done ! He deserve it,Positive
6234,Remember when he put some hot sauce in her burger 😈,Neutral
6235,best prank ever,Positive
6236,Plot Twist: Slaiman Change The Plate To Kate While He Distract Her To Some Thing For A Reason. Like If You Want To See Some Plot Twist Next Time ...!!!,Positive
6237,HUAUUAH! KAEET,Neutral
6238,The face and sounds he makes after having gulped those 2-3 spoonfuls of noodles xDD too hilarious,Positive
6239,Omg u r so cute Katie!!! 😻😻😻,Positive
6240,I had these and they were already spicy enough!!!!,Neutral
6241,I like when she pranks him and he acts like a big baby lol,Positive
6242,What's he drinking 12:00,Neutral
6243,Bad prank you should not do this to slaiman.Its not a prank .It's weirdness.Do.funny pranks.only by word of mouth or Teasing each other that is the funniest thing.I love u both.,Positive
6244,why is he moaning,Negative
6245,Love it...... he so deserves that,Positive
6246,This actually gave me anxiety to watch haha,Positive
6247,THE FUNNIEST PRANK EVER 😂😂😂😂😂😂😂😂,Positive
6248,11:13 😂😂😂😂,Neutral
6249,You should prank your girlfriend that she won a lot of money or the lottery or something like that! Love your channel! Like if you agree! I don’t know if you already did this but I think you should do it if you never did this before!,Positive
6250,Yeah Kate! #teamkate ahahahahahhaha,Positive
6251,"He pranked her, too with spicy sauce.",Neutral
6252,hahahaha it was so fucking funny hahahahahaha,Positive
6253,That face is hilarious 😂 😂,Positive
6254,Screem lol,Positive
6255,revenge timeee,Negative
6256,Pure EVIL!,Negative
6257,*AYEEEEEEE* 🦄,Neutral
6258,Slaiman: ‘HA KATE HA HA’,Positive
6259,they only find it spicy cos they white lol,Positive
6260,Put some of that death sauce in her body wash,Negative
6261,"She barely eat her noodle and she is the one who put all the hot sauce into his. He ate more than her. To me, he wins",Positive
6262,pretty sure making it too hot can actually be dangerous. funny though!,Positive
6263,Jeez another example of women taking pranks too far. EVERY PRANK video I've seen the guy would do some prank but the women will always take it too far with theirs.,Neutral
6264,i thought he was gonna cry,Negative
6265,You think it’s over until you take a spicy shit that’s 3X worse,Negative
6266,EAT THIS SLAIMAN :PPPPPPPPPP,Neutral
6267,I think this is a revenge for a McDonalds burger Slaiman gave her 🤣 Taste of his own medicine 🤣🤣,Negative
6268,its very funny,Positive
6269,Wow it's Korean nuclear spicy friedchiken noodle!,Positive
6270,😂😂😂😂😂,Neutral
6271,Lol Kate finally did a spice prank on slaiman,Positive
6272,Good job 🤣,Positive
6273,"Damn! That girl is mean! Remember to check water in the bathroom, cleaning room and other places in your home cause, generally, the water switch is for a sector of the house, also, ice is water, just put some on fire or microwave and you ll have water relatively fast. Hahahaaa! I almost die laughing WITH you guys! (or Kate at least) Well done Kate! Keep it up!",Negative
6274,That beat at the and tho. headphones on where can I find the original,Positive
6275,3 years ago,Neutral
6276,Lmao his face is priceless,Positive
6277,"You got him good
Do you remember when he prank on extreme prank with that",Positive
6278,he needs some milk !,Neutral
6279,"Just stopping by to say hi 
Hhahaha laughed my ass off lmaoo when i see white people eating spicy it’s not even that spicy let me make you taste something really spicy from mi country and you ll never ever call spicy something sweet
However congratulations for your “ courage “ haha thanks for the video 
Keep up the good work",Positive
6280,She said u need to take a dump/ does ur tummy hurt i was weak,Negative
6281,Break up with him wtf. He’s such a baby,Negative
6282,Ok honestly I know the pranks he did to you but she took it too far the pranks he did hurt your feelings but this prank that Kate did is so fucked up like this can be bad for him she’s so stupid I swear,Negative
6283,"_So funny to see Slaiman at the hands of a good prank !_
_His face was a picture !_
*_Well Done Kate !!_*",Positive
6284,Great Video as always  ❤ . Y'all come show us some love on our channel -- https://youtu.be/0mA1X8vvX0I,Positive
6285,Lmfaooooo,Neutral
6286,PAYBACKS A BITCH HEY SLAIMAN,Negative
6287,hahahaha,Neutral
6288,The noddles loook soooooo gooooood,Neutral
6289,I have the mega death sauce  and its legit suggested that u DO NOT have the sauce as it is. Like you are supposed to only use super little. She used to much... poor slaiman :(. When using the mega death sauce. The proper dose is taking a toothpick dipping it in the sauce and then dipping the toothpick in ur food. And even after that it was too spicy for me and my fam to eat. And we eat REALLY spicy stuff so i feel like slaiman legit is gonna die :(. Legit. Slaiman can actually go to the hospital because of it... like i dont think kate understands how bad it is.... i have done something similar to my bf and like he was suuupppeerrr sick :(.,Negative
6290,“yeah... he’s gonna die” ahahaha died 😂😂,Negative
6291,This new intro song is sooo annoying,Negative
6292,I feel like their not even dating he is rude to her all the time if I was him I whould treat her like a queen that's just me,Positive
6293,😂😂 I love slaiman reaction,Positive
6294,For anyone interested... a jalapeño is 5000 on that scale.. so imagine,Neutral
6295,*ДООООООООООООШИИИИИИИИИИИИИИИИИИИК*,Neutral
6296,You're gon' kill 'im....,Negative
6297,Slaimans face got me so hard XD,Positive
6298,"if that was me putting it in i would dump the whole freaking bottle in lmao and Kate you should of put something instead of the spicy sauce but looks similar to it for your bowl 





wow im mean xD",Positive
6299,this was so funny. i'm eating takis while watching this haha.,Positive
6300,That was quite funny!,Positive
6301,Hahaha priceless,Positive
6302,Bet she makes a great O face. 😍,Positive
6303,Omfg his face 😂😂💀💀,Neutral
6304,I’ve never watched anything funnier on YouTube. I can’t breathe 😭😂😭😂😂😂😂😂😂😂😂,Negative
6305,Lmao at his screams. They sound like moans.,Positive
6306,why you acting like a little girl ? lmfao,Positive
6307,Bro beside a big nose you have a big mouth too 😂✌🏻 10:20,Neutral
6308,i never seen slaiman like that ever 😂😂,Negative
6309,He got himself a pretty girl,Positive
6310,this is just pure evil 😂😂😂,Negative
6311,Best prank Ever!!!,Positive
6312,Hahahah this is fucking funny,Positive
6313,this so funny! them plum lips tho,Positive
6314,I STARTED LAUGHING 😆 SO HARD HIS FACE THO “AHAHAHA”😂🤣,Positive
6315,If i was you i wouldn't do this! It's pretty dangerious😂,Positive
6316,he looks hella funny omg 😂😂,Positive
6317,Awesome revenge prank,Positive
6318,I hate her mouth. Specifically the bottom lip .. idky,Negative
6319,"I stopped watching the first minute gun just to tell you that you were not normal! And that I very much hope you have prepared the paramedics at the ready, because such a thing can cause serious damage! I hope that at the end of the viewing I will find you in good health, especially him",Positive
6320,Lol he sounds like a muppet 😂 good one Kate 😀,Positive
6321,Omg😂😂😂😂,Neutral
6322,Hi kate and slaiman..  Just wanna let you know that I love all your videos. A huge hello there fr Philippines 💘 love you both,Positive
6323,This is funny😂😂😂😂,Neutral
6324,He sounds like a girl having sex 😂😂😂,Positive
6325,Since when do they live together,Neutral
6326,I always give you a big thumbs up even before I watch your videos,Neutral
6327,Your thumbs are weird,Negative
6328,Ti o dat ceata ba😂😂😂,Neutral
6329,"Kait this wasn't a prank ,
*This was an attempt to murder*
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Slaimon@10:22😫😫🤣🤣🤣🤣",Neutral
6330,10:49 doe,Neutral
6331,i'm eating lemon chili noodles while watching this lmaoo,Neutral
6332,Lol. More Kate pranks!,Positive
6333,Poor Slaiman!!!,Negative
6334,Those of you who dont know the spicy noodle challenge have clearly never used the internet before,Positive
6335,When have so much spicy drink milk,Neutral
6336,Hahahahahaha,Neutral
6337,Don't know y but kate is looking more  beautiful today😍😍,Positive
6338,"Slaiman deserves ANY revenge you give Kate. He goes way too far on you too often. =) And yes, he does wear lipstick sometimes XD",Positive
6339,He needs some  milk.,Neutral
6340,This wasn’t even funny like he was clearly in so much pain. Kate’s a bitch,Negative
6341,I'm sure you will sound like him or bad,Positive
6342,"Haven't watched the whole video yet but you gotta give it to Kate, this was a top notch prank idea/setup",Positive
6343,"Damn!! Kate is the best 👍👍👍
Love you guys🤗🤗
#LoveFromIndia 💕🌹",Positive
6344,Sounded like a gay man taking it from behind.,Positive
6345,"Finally an upload





And btw don't drink water when u eat spicy stuff cuz it makes it worse drink milk instead",Negative
6346,Lmao poor slaiman 😂,Positive
6347,...How to waste food...,Negative
6348,THESE PRANKS ARE GOOD!! don’t do the stupid emotionally crushing pramks,Negative
6349,HAHAHAHAHAHHAHAHAHA,Neutral
6350,"You shouldn't drink water to ""relieve"" spiciness. Water opens the pores on your tongue which makes it more intense.",Positive
6351,BRUTAL,Negative
6352,10:36 Kate's evil smile...,Negative
6353,10:36 Kate's evil smile...,Negative
6354,LMFAO!!!!!!!!!!!,Neutral
6355,Poor slaiman,Negative
6356,10:48 gay slaiman!!!!!! th,Neutral
6357,"Wew ehm, I ate once a whole madame jeanette or something not knowing what it was, my head felt like it was burning off lmaooo",Positive
6358,Thumbs up before it started 👌🏼❤️,Neutral
6359,The best video EVER,Positive
6360,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Neutral
6361,That so so nice and funny also his face looks like joker,Positive
6362,"Perfect payback, his facial responses were so funny !!!",Positive
6363,😂🤬🤕🤢💩🔥🔥Kate you’re mean lol,Positive
6364,kate u r very devilish. sorry slaiman  but u deserved well ish this. good job kate. u two have fun/funny vids. I like them all.,Positive
6365,Kate went to far of a prank,Neutral
6366,Hello I like your videos Keep it up,Positive
6367,THAT FACE THO MATE!!!!,Neutral
6368,I feel so so bad for his butthole🙃,Negative
6369,10:50 😂😂,Neutral
6370,Hilarious... But some sugar would fix it,Neutral
6371,Got him,Neutral
6372,"Sweet revenge. Nice job, Kate",Positive
6373,Kate is the best at pranks.,Positive
6374,Heyy kate you're so liit. Yo pranks are lot more thrilling than his!!,Positive
6375,Kate pranks? funny and amazing to watch | Slaiman pranks? sad and always making Kate cry,Positive
6376,Slaiman makes the ugliest faces and sounds 😑,Negative
6377,His scream tho 😂😂,Negative
6378,what if somehow kate ate slaimans noodles by mistake,Negative
6379,Do u know the very last thing Kate said? I couldn't catch that,Neutral
6380,Slaiman kinda deserve this for all the pranks he pulled on Kate.  And of all their pranks this is one is where I laugh the most.,Positive
6381,Slaimans reaction 😂😂😂😂,Neutral
6382,Always MILK!,Neutral
6383,I was so laughing so hard at slaimans reaction😂😂,Positive
6384,I was so laughing so hard at slaiman reaction😂😂,Positive
6385,all those screams over some 500k hot suace 😂  dude would die if u gave him some Carolina reapers,Negative
6386,CUCKAAAAWWW 🎤🐓,Neutral
6387,Slaiman sreams like a little bitch lol,Positive
6388,Who else thinking how he'd do next morning ?😂😂,Neutral
6389,I laughed so much😂😂😂😂😂😂😂,Positive
6390,Katie nailed the revenge,Negative
6391,#GaySlai 😂,Neutral
6392,I luv that prank. You go girl..lol,Neutral
6393,Well at least it wasn't as bad as when he did the hot sauce prank...,Positive
6394,My stomach literally hurts from laughing,Neutral
6395,Owww shit it was tooo riskyy he can die also after doing this plz don't do this ever😭😢,Negative
6396,Omg😂😂😂😂,Neutral
6397,HAHAHAAHAHAHAHHAHAHAHAHHA,Neutral
6398,"10:35
""IT'S SO HOT""
*keeps on eating*",Neutral
6399,Always eat cold yogurt it quickly cools down than taking water,Neutral
6400,"Slaiman's face while shouting aaaaaaaaaawwwwwwww , was fantasticcc",Neutral
6401,Oh shoot she planned to kill him...if he die she getting arrested for premeditated murder lol,Negative
6402,“I’m just gonna put a little bit” .. *dumps whole bottle*,Neutral
6403,Anyone else feel like noodles after this,Positive
